sentence_number,word,tag
243,chocolate,B-BEVERAGE
244,Ill,O
244,have,O
244,a,B-QUANTITY
244,large,B-SIZE
244,cappuccino,B-COFFEE-TYPE
244,dark,B-ROAST-TYPE
244,roast,I-ROAST-TYPE
244,please,O
244,add,O
244,drizzles,B-ADD-ON
244,over,O
244,foam,B-ADD-ON
244,too,O
245,Ok,O
245,I,O
245,want,O
245,a,B-QUANTITY
245,large,B-SIZE
245,italian,B-ROAST-TYPE
245,latte,B-COFFEE-TYPE
245,with,O
245,honey,B-SWEETENER
245,and,O
245,caramel,I-FLAVOR
245,syrup,B-ADD-ON
246,Large,B-SIZE
246,iced,B-TEMP
246,medium,B-ROAST-TYPE
246,roast,I-ROAST-TYPE
246,drip,B-COFFEE-TYPE
246,coffee,I-COFFEE-TYPE
246,with,O
246,vanilla,B-FLAVOR
246,and,O
246,caramel,I-FLAVOR
246,syrup,B-ADD-ON
247,Id,O
247,like,O
247,an,B-QUANTITY
247,iced,B-TEMP
247,cappuccino,B-COFFEE-TYPE
247,with,O
247,caramel,B-FLAVOR
247,syrup,B-ADD-ON
247,and,O
247,whipped,B-ADD-ON
247,cream,I-ADD-ON
248,Could,O
248,you,O
248,give,O
248,me,O
248,a,B-QUANTITY
248,large,B-SIZE
248,drip,B-COFFEE-TYPE
248,coffee,I-COFFEE-TYPE
248,with,O
248,guatemalan,B-ROAST-TYPE
248,roast,I-ROAST-TYPE
249,I,O
249,want,O
249,a,B-QUANTITY
249,large,B-SIZE
249,skinny,O
249,latte,B-COFFEE-TYPE
249,medium,B-ROAST-TYPE
249,roast,I-ROAST-TYPE
249,with,O
249,foam,B-ADD-ON
250,I,O
250,would,O
250,like,O
250,a,B-QUANTITY
250,small,B-SIZE
250,iced,B-TEMP
250,cinnamon,B-FLAVOR
250,latte,B-COFFEE-TYPE
250,with,O
250,whipped,B-ADD-ON
250,cream,I-ADD-ON
251,Can,O
251,I,O
251,get,O
251,a,B-QUANTITY
251,small,B-SIZE
251,latte,B-COFFEE-TYPE
251,with,O
251,a,B-QUANTITY
251,bit,I-QUANTITY
251,of,O
251,vanilla,B-FLAVOR
252,Please,O
252,give,O
252,me,O
252,a,B-QUANTITY
252,large,B-SIZE
252,latte,B-COFFEE-TYPE
252,french,B-ROAST-TYPE
252,roast,I-ROAST-TYPE
252,and,O
252,a,B-QUANTITY
252,medium,B-SIZE
252,americano,B-COFFEE-TYPE
252,dark,B-ROAST-TYPE
252,roast,I-ROAST-TYPE
252,with,O
252,caramel,B-FLAVOR
252,syrup,B-ADD-ON
253,i'd,O
253,like,O
253,a,B-QUANTITY
253,large,B-SIZE
253,americano,B-COFFEE-TYPE
254,a,B-QUANTITY
254,large,B-SIZE
254,latte,B-COFFEE-TYPE
254,please,O
254,dark,B-ROAST-TYPE
254,roast,I-ROAST-TYPE
254,with,O
254,two,B-QUANTITY
254,extra,I-QUANTITY
254,espresso,B-ADD-ON
254,shots,I-ADD-ON
254,i'd,O
254,like,O
254,hazelnut,B-FLAVOR
254,syrup,B-ADD-ON
254,with,O
254,added,O
254,crumbles,O
254,on,O
254,top,O
255,regular,B-SIZE
255,size,I-SIZE
255,drip,B-COFFEE-TYPE
255,coffee,I-COFFEE-TYPE
255,medium,B-ROAST-TYPE
255,roast,I-ROAST-TYPE
255,black,O
255,no,O
255,toppings,O
256,may,O
256,i,O
256,have,O
256,a,B-QUANTITY
256,large,B-SIZE
256,medium,B-ROAST-TYPE
256,roast,I-ROAST-TYPE
256,coffee,B-COFFEE-TYPE
256,with,O
256,1,B-QUANTITY
256,shot,B-ADD-ON
256,of,O
256,caramel,I-FLAVOR
256,syrup,I-ADD-ON
256,and,O
256,one,B-QUANTITY
256,shot,B-ADD-ON
256,of,O
256,honey,I-SWEETENER
257,and,O
257,a,B-QUANTITY
257,small,B-SIZE
257,decaf,O
257,drip,B-COFFEE-TYPE
257,coffee,I-COFFEE-TYPE
257,light,B-ROAST-TYPE
257,roast,I-ROAST-TYPE
258,i,O
258,need,O
258,a,B-QUANTITY
258,large,B-SIZE
258,french,B-ROAST-TYPE
258,latte,B-COFFEE-TYPE
258,with,O
258,caramel,B-FLAVOR
258,and,O
258,whipped,B-ADD-ON
258,cream,I-ADD-ON
259,small,B-SIZE
259,drip,B-COFFEE-TYPE
259,coffee,I-COFFEE-TYPE
259,medium,B-ROAST-TYPE
259,roast,I-ROAST-TYPE
259,hot,B-TEMP
260,id,O
260,like,O
260,an,B-QUANTITY
260,extra,I-QUANTITY
260,large,I-SIZE
260,hot,B-TEMP
260,chocolate,B-BEVERAGE
260,with,O
260,foam,B-ADD-ON
261,a,B-QUANTITY
261,large,B-SIZE
261,french,B-ROAST-TYPE
261,roast,I-ROAST-TYPE
261,drip,B-COFFEE-TYPE
261,with,O
261,vanilla,B-FLAVOR
261,syrup,B-ADD-ON
261,and,O
261,whipped,B-ADD-ON
261,cream,I-ADD-ON
263,large,B-SIZE
263,french,B-ROAST-TYPE
263,roast,I-ROAST-TYPE
263,americano,B-COFFEE-TYPE
263,with,O
263,caramel,B-FLAVOR
263,syrup,B-ADD-ON
264,i,O
264,need,O
264,one,B-QUANTITY
264,small,B-SIZE
264,iced,B-TEMP
264,cappuccino,B-COFFEE-TYPE
264,with,O
264,whipped,B-ADD-ON
264,cream,I-ADD-ON
264,and,O
264,two,B-QUANTITY
264,extra,I-QUANTITY
264,shots,B-ADD-ON
264,of,O
264,espresso,I-ADD-ON
265,i,O
265,want,O
265,a,B-QUANTITY
265,large,B-SIZE
265,hot,B-TEMP
265,chocolate,B-BEVERAGE
265,with,O
265,one,B-QUANTITY
265,extra,I-QUANTITY
265,espresso,B-ADD-ON
265,shot,I-ADD-ON
266,could,O
266,you,O
266,give,O
266,me,O
266,a,B-QUANTITY
266,large,B-SIZE
266,drip,B-COFFEE-TYPE
266,coffee,I-COFFEE-TYPE
266,with,O
266,guatemalan,B-ROAST-TYPE
266,roast,I-ROAST-TYPE
267,can,O
267,i,O
267,get,O
267,a,B-QUANTITY
267,small,B-SIZE
267,french,B-ROAST-TYPE
267,skinny,O
267,latte,B-COFFEE-TYPE
267,with,O
267,whipped,B-ADD-ON
267,cream,I-ADD-ON
268,may,O
268,i,O
268,please,O
268,have,O
268,an,B-QUANTITY
268,extra,I-QUANTITY
268,large,B-SIZE
268,decaf,B-COFFEE-TYPE
268,drip,I-COFFEE-TYPE
268,with,O
268,caramel,B-FLAVOR
268,syrup,B-ADD-ON
268,drizzles,B-ADD-ON
269,can,O
269,i,O
269,get,O
269,a,B-QUANTITY
269,regular,B-SIZE
269,french,B-ROAST-TYPE
269,roast,I-ROAST-TYPE
269,iced,B-TEMP
269,cappuccino,B-COFFEE-TYPE
269,with,O
269,hazelnut,B-FLAVOR
269,syrup,B-ADD-ON
269,and,O
269,whipped,B-ADD-ON
269,cream,I-ADD-ON
269,on,O
269,top,O
270,cappuccino,B-COFFEE-TYPE
270,extra,B-SIZE
270,large,I-SIZE
270,two,B-QUANTITY
270,extra,I-QUANTITY
270,shots,B-ADD-ON
271,let,O
271,me,O
271,get,O
271,a,B-QUANTITY
271,regular,B-SIZE
271,iced,B-TEMP
271,dark,B-ROAST-TYPE
271,roast,I-ROAST-TYPE
271,latte,B-COFFEE-TYPE
272,i,O
272,would,O
272,like,O
272,a,B-QUANTITY
272,regular,B-SIZE
272,size,I-SIZE
272,hot,B-TEMP
272,chocolate,B-BEVERAGE
272,with,O
272,whipped,B-ADD-ON
272,cream,I-ADD-ON
273,can,O
273,i,O
273,have,O
273,an,B-QUANTITY
273,extra,I-QUANTITY
273,large,I-SIZE
273,medium,B-ROAST-TYPE
273,roast,I-ROAST-TYPE
273,vanilla,B-FLAVOR
273,latte,B-COFFEE-TYPE
274,i,O
274,would,O
274,like,O
274,to,O
274,order,O
274,a,B-QUANTITY
274,regular,B-SIZE
274,espresso,B-COFFEE-TYPE
274,with,O
274,some,O
274,cinnamon,B-FLAVOR
274,inside,O
275,i,O
275,want,O
275,a,B-QUANTITY
275,regular,B-SIZE
275,americano,B-COFFEE-TYPE
275,with,O
275,caramel,B-FLAVOR
275,syrup,B-ADD-ON
276,i,O
276,would,O
276,like,O
276,a,B-QUANTITY
276,regular,B-SIZE
276,hot,B-TEMP
276,chocolate,B-BEVERAGE
276,with,O
276,caramel,B-FLAVOR
276,syrup,B-ADD-ON
276,and,O
276,whipped,B-ADD-ON
276,cream,I-ADD-ON
277,Irish,B-FLAVOR
277,Coffee,B-COFFEE-TYPE
277,but,O
277,make,O
277,it,O
277,with,O
277,almond,B-MILK-TYPE
277,milk,I-MILK-TYPE
277,cream,I-BEVERAGE
278,A,B-QUANTITY
278,Ristretto,B-COFFEE-TYPE
278,please,O
278,strong,O
278,and,O
278,short,O
279,Espresso,B-COFFEE-TYPE
279,Con,O
279,Panna,B-ADD-ON
279,but,O
279,with,O
279,half-and-half,B-MILK-TYPE
279,instead,O
279,of,O
279,whipped,B-ADD-ON
279,cream,I-ADD-ON
280,One,B-QUANTITY
280,Cold,B-TEMP
280,Brew,B-COFFEE-TYPE
280,Coffee,I-COFFEE-TYPE
280,black,O
280,no,O
280,sugar,B-SWEETENER
281,A,B-QUANTITY
281,regular,O
281,Espresso,B-COFFEE-TYPE
281,but,O
281,make,O
281,it,O
281,a,B-QUANTITY
281,long,I-QUANTITY
281,pull,O
282,A,B-QUANTITY
282,Lungo,B-COFFEE-TYPE
282,but,O
282,with,O
282,half,B-QUANTITY
282,the,O
282,usual,O
282,amount,O
282,of,O
282,water,B-ADD-ON
283,A,B-QUANTITY
283,Frappe,B-COFFEE-TYPE
283,but,O
283,with,O
283,chocolate,B-FLAVOR
283,and,O
283,mint,B-FLAVOR
283,syrup,B-ADD-ON
284,Flat,B-COFFEE-TYPE
284,White,I-COFFEE-TYPE
284,but,O
284,could,O
284,you,O
284,add,O
284,a,B-QUANTITY
284,bit,B-QUANTITY
284,of,O
284,honey,B-SWEETENER
285,A,B-QUANTITY
285,Double,B-QUANTITY
285,Espresso,B-COFFEE-TYPE
285,please,O
285,with,O
285,a,B-QUANTITY
285,dash,B-ADD-ON
285,of,O
285,sugar,B-SWEETENER
286,Caffè,B-COFFEE-TYPE
286,Mocha,I-COFFEE-TYPE
286,no,O
286,whipped,B-ADD-ON
286,cream,I-ADD-ON
286,please,O
288,An,B-QUANTITY
288,Iced,B-TEMP
288,Mocha,B-COFFEE-TYPE
288,with,O
288,a,B-QUANTITY
288,hint,B-ADD-ON
288,of,O
288,caramel,B-FLAVOR
288,please,O
289,I'll,O
289,take,O
289,a,B-QUANTITY
289,Cappuccino,B-COFFEE-TYPE
289,with,O
289,skim,B-MILK-TYPE
289,milk,I-MILK-TYPE
290,Cold,B-TEMP
290,Brew,B-COFFEE-TYPE
290,Coffee,I-COFFEE-TYPE
290,with,O
290,a,B-QUANTITY
290,splash,B-ADD-ON
290,of,O
290,vanilla,B-FLAVOR
290,creamer,B-ADD-ON
291,Espresso,B-COFFEE-TYPE
291,Con,O
291,Panna,B-ADD-ON
291,with,O
291,extra,B-QUANTITY
291,whipped,B-ADD-ON
291,cream,I-ADD-ON
292,A,B-QUANTITY
292,classic,O
292,Espresso,B-COFFEE-TYPE
292,with,O
292,a,B-QUANTITY
292,lemon,B-FLAVOR
292,twist,I-FLAVOR
293,Espresso,B-COFFEE-TYPE
293,Con,O
293,Panna,B-ADD-ON
293,and,O
293,add,O
293,a,B-QUANTITY
293,sprinkle,B-ADD-ON
293,of,O
293,cocoa,B-FLAVOR
293,on,O
293,top,O
294,An,B-QUANTITY
294,Americano,B-COFFEE-TYPE
294,with,O
294,room,B-QUANTITY
294,for,O
294,cream,B-MILK-TYPE
295,An,B-QUANTITY
295,Espresso,B-COFFEE-TYPE
295,Macchiato,I-COFFEE-TYPE
295,and,O
295,please,O
295,make,O
295,it,O
295,decaf,O
296,Iced,B-TEMP
296,Latte,B-COFFEE-TYPE
296,with,O
296,a,B-QUANTITY
296,shot,B-ADD-ON
296,of,O
296,espresso,I-ADD-ON
296,and,O
296,a,B-QUANTITY
296,shot,B-ADD-ON
296,of,O
296,caramel,B-FLAVOR
297,I'd,O
297,like,O
297,an,B-QUANTITY
297,Affogato,B-COFFEE-TYPE
297,please,O
298,I'd,O
298,like,O
298,a,B-QUANTITY
298,Frappe,B-COFFEE-TYPE
298,no,O
298,added,O
298,sugar,B-SWEETENER
298,please,O
299,A,B-QUANTITY
299,Flat,B-COFFEE-TYPE
299,White,I-COFFEE-TYPE
299,with,O
299,whole,B-MILK-TYPE
299,milk,I-MILK-TYPE
299,please,O
300,One,B-QUANTITY
300,Lungo,B-COFFEE-TYPE
300,with,O
300,a,B-QUANTITY
300,splash,B-ADD-ON
300,of,O
300,cream,B-MILK-TYPE
301,Caffè,B-COFFEE-TYPE
301,Latte,I-COFFEE-TYPE
301,with,O
301,a,B-QUANTITY
301,shot,B-ADD-ON
301,of,O
301,hazelnut,B-FLAVOR
301,syrup,I-ADD-ON
302,Caffè,B-COFFEE-TYPE
302,Mocha,I-COFFEE-TYPE
302,but,O
302,could,O
302,you,O
302,make,O
302,it,O
302,with,O
302,white,B-FLAVOR
302,chocolate,I-FLAVOR
303,A,B-QUANTITY
303,Cafè,B-COFFEE-TYPE
303,au,I-COFFEE-TYPE
303,Lait,I-COFFEE-TYPE
303,extra,B-QUANTITY
303,hot,I-TEMP
304,Double,B-QUANTITY
304,Espresso,B-COFFEE-TYPE
304,with,O
304,a,B-QUANTITY
304,side,B-QUANTITY
304,of,O
304,steamed,B-ADD-ON
304,milk,I-MILK-TYPE
305,One,B-QUANTITY
305,Caffè,B-COFFEE-TYPE
305,Latte,I-COFFEE-TYPE
305,with,O
305,almond,B-MILK-TYPE
305,milk,I-MILK-TYPE
305,please,O
306,Iced,B-TEMP
306,Cappuccino,B-COFFEE-TYPE
306,with,O
306,a,B-QUANTITY
306,sprinkle,B-ADD-ON
306,of,O
306,cinnamon,B-FLAVOR
307,An,B-QUANTITY
307,Iced,B-TEMP
307,Mocha,B-COFFEE-TYPE
307,but,O
307,with,O
307,extra,B-QUANTITY
307,ice,B-ADD-ON
308,Latte,B-COFFEE-TYPE
308,Macchiato,I-COFFEE-TYPE
308,with,O
308,a,B-QUANTITY
308,shot,B-ADD-ON
308,of,O
308,pumpkin,B-FLAVOR
308,spice,I-FLAVOR
309,A,B-QUANTITY
309,Latte,B-COFFEE-TYPE
309,Macchiato,I-COFFEE-TYPE
309,and,O
309,make,O
309,it,O
309,a,B-QUANTITY
309,double,I-QUANTITY
309,please,O
310,An,B-QUANTITY
310,Americano,B-COFFEE-TYPE
310,half-decaf,O
311,An,B-QUANTITY
311,Espresso,B-COFFEE-TYPE
311,Macchiato,I-COFFEE-TYPE
311,and,O
311,could,O
311,you,O
311,add,O
311,a,B-QUANTITY
311,bit,B-QUANTITY
311,of,O
311,cinnamon,B-FLAVOR
312,A,B-QUANTITY
312,Cafè,B-COFFEE-TYPE
312,au,I-COFFEE-TYPE
312,Lait,I-COFFEE-TYPE
312,with,O
312,a,B-QUANTITY
312,hint,B-ADD-ON
312,of,O
312,honey,B-SWEETENER
313,Espresso,B-COFFEE-TYPE
313,Macchiato,I-COFFEE-TYPE
313,with,O
313,soy,B-MILK-TYPE
313,milk,I-MILK-TYPE
313,foam,I-MILK-TYPE
314,Caffè,B-COFFEE-TYPE
314,Latte,I-COFFEE-TYPE
314,but,O
314,with,O
314,coconut,B-MILK-TYPE
314,milk,I-MILK-TYPE
315,Just,O
315,a,B-QUANTITY
315,simple,O
315,Espresso,B-COFFEE-TYPE
315,for,O
315,me,O
316,One,B-QUANTITY
316,Iced,B-TEMP
317,Can,O
317,you,O
317,make,O
317,a,B-QUANTITY
317,frappuccino,B-COFFEE-TYPE
317,without,O
317,nuts,B-ALLERGIES
317,or,O
317,gluten,I-ALLERGIES
319,Can,O
319,I,O
319,get,O
319,a,B-QUANTITY
319,decaf,B-COFFEE-TYPE
319,americano,B-COFFEE-TYPE
319,with,O
319,lactose-free,B-DIETARY-NEEDS
319,milk,I-MILK-TYPE
320,I,O
320,have,O
320,a,B-QUANTITY
320,gluten,B-ALLERGIES
320,and,I-ALLERGIES
320,dairy,I-ALLERGIES
320,allergy,I-ALLERGIES
320,can,O
320,I,O
320,get,O
320,a,B-QUANTITY
320,soy,B-MILK-TYPE
320,latte,B-COFFEE-TYPE
320,with,O
320,almond,B-FLAVOR
320,syrup,B-ADD-ON
321,I,O
321,require,O
321,a,B-QUANTITY
321,vegan,B-DIETARY-NEEDS
321,option,I-DIETARY-NEEDS
321,for,O
321,my,B-QUANTITY
321,coffee,B-COFFEE-TYPE
321,preferably,O
321,an,B-QUANTITY
321,Americano,B-COFFEE-TYPE
322,Is,O
322,the,B-QUANTITY
322,chocolate,B-FLAVOR
322,used,O
322,in,O
322,your,B-QUANTITY
322,hot,B-TEMP
322,chocolates,B-BEVERAGE
322,soy-free,B-ALLERGIES
323,Please,O
323,ensure,O
323,that,O
323,my,B-QUANTITY
323,cappuccino,B-COFFEE-TYPE
323,is,O
323,peanut-free,B-ALLERGIES
324,Do,O
324,you,O
324,offer,O
324,gluten-free,B-DIETARY-NEEDS
324,options,I-DIETARY-NEEDS
324,for,O
324,cappuccinos,B-COFFEE-TYPE
325,My,O
325,friend,O
325,is,O
325,allergic,B-ALLERGIES
325,to,O
325,dairy,I-ALLERGIES
325,do,O
325,you,O
325,have,O
325,any,B-DIETARY-NEEDS
325,non-dairy,I-DIETARY-NEEDS
325,alternatives,O
325,for,O
325,frappuccinos,B-COFFEE-TYPE
326,I'm,O
326,allergic,B-ALLERGIES
326,to,O
326,nuts,I-ALLERGIES
326,can,O
326,I,O
326,have,O
326,a,B-QUANTITY
326,soy,B-MILK-TYPE
326,latte,B-COFFEE-TYPE
326,please,O
327,I,O
327,need,O
327,a,B-QUANTITY
327,sugar-free,B-DIETARY-NEEDS
327,latte,B-COFFEE-TYPE
327,due,O
327,to,O
327,diabetes,B-DIETARY-NEEDS
328,A,B-QUANTITY
328,small,B-SIZE
328,decaf,B-COFFEE-TYPE
328,chai,I-COFFEE-TYPE
328,tea,I-COFFEE-TYPE
329,Can,O
329,I,O
329,have,O
329,a,B-QUANTITY
329,regular,B-SIZE
329,decaf,B-COFFEE-TYPE
329,herbal,B-FLAVOR
329,tea,I-COFFEE-TYPE
330,I'll,O
330,have,O
330,a,B-QUANTITY
330,decaf,B-BEVERAGE
330,chamomile,B-FLAVOR
330,tea,I-BEVERAGE
331,A,B-QUANTITY
331,small,B-SIZE
331,decaf,B-BEVERAGE
331,green,B-FLAVOR
331,tea,I-BEVERAGE
332,Can,O
332,I,O
332,get,O
332,a,B-QUANTITY
332,regular,B-SIZE
332,decaf,B-BEVERAGE
332,black,I-BEVERAGE
332,tea,I-BEVERAGE
333,I'll,O
333,take,O
333,a,B-QUANTITY
333,decaf,B-BEVERAGE
333,Earl,B-FLAVOR
333,Grey,I-FLAVOR
333,tea,I-BEVERAGE
334,A,B-QUANTITY
334,small,B-SIZE
334,turmeric,B-FLAVOR
334,latte,B-COFFEE-TYPE
335,Can,O
335,I,O
335,get,O
335,a,B-QUANTITY
335,regular,B-SIZE
335,ginger,B-FLAVOR
335,tea,I-BEVERAGE
336,I'll,O
336,take,O
336,a,B-QUANTITY
336,citrus,B-FLAVOR
336,herbal,I-FLAVOR
336,tea,B-BEVERAGE
337,A,B-QUANTITY
337,small,B-SIZE
337,mint,B-FLAVOR
337,mocha,B-COFFEE-TYPE
338,Can,O
338,I,O
338,have,O
338,a,B-QUANTITY
338,regular,B-SIZE
338,white,B-FLAVOR
338,chocolate,I-FLAVOR
338,latte,B-COFFEE-TYPE
339,I'll,O
339,have,O
339,a,B-QUANTITY
339,rose,B-FLAVOR
339,petal,B-FLAVOR
339,latte,B-COFFEE-TYPE
340,A,B-QUANTITY
340,small,B-SIZE
340,cardamom,B-FLAVOR
340,cappuccino,B-COFFEE-TYPE
341,Can,O
341,I,O
341,get,O
341,a,B-QUANTITY
341,regular,B-SIZE
341,hazelnut,B-FLAVOR
341,mocha,B-COFFEE-TYPE
342,I'll,O
342,take,O
342,a,B-QUANTITY
342,coconut,B-FLAVOR
342,cream,I-FLAVOR
342,latte,B-COFFEE-TYPE
343,A,B-QUANTITY
343,small,B-SIZE
343,almond,B-MILK-TYPE
343,milk,I-MILK-TYPE
343,latte,B-COFFEE-TYPE
344,Can,O
344,I,O
344,have,O
344,a,B-QUANTITY
344,regular,B-SIZE
344,toffee,B-FLAVOR
344,nut,B-FLAVOR
344,latte,B-COFFEE-TYPE
345,I'll,O
345,have,O
345,a,B-QUANTITY
345,cinnamon,B-FLAVOR
345,spiced,B-FLAVOR
345,latte,B-COFFEE-TYPE
346,A,B-QUANTITY
346,small,B-SIZE
346,maple,B-FLAVOR
346,syrup,I-FLAVOR
346,latte,B-COFFEE-TYPE
347,Can,O
347,I,O
347,get,O
347,a,B-QUANTITY
347,regular,B-SIZE
347,caramel,B-FLAVOR
347,cream,I-FLAVOR
347,latte,B-COFFEE-TYPE
348,I'll,O
348,have,O
348,a,B-QUANTITY
348,chocolate,B-FLAVOR
348,mint,B-FLAVOR
348,mocha,B-COFFEE-TYPE
349,A,B-QUANTITY
349,small,B-SIZE
349,blackcurrant,B-FLAVOR
349,tea,B-BEVERAGE
350,Can,O
350,I,O
350,have,O
350,a,B-QUANTITY
350,regular,B-SIZE
350,honey,B-FLAVOR
350,lemon,I-FLAVOR
350,tea,B-BEVERAGE
351,I'll,O
351,have,O
351,a,B-QUANTITY
351,lavender,B-FLAVOR
351,honey,B-FLAVOR
351,latte,B-COFFEE-TYPE
352,A,B-QUANTITY
352,small,B-SIZE
352,pistachio,B-FLAVOR
352,rose,B-FLAVOR
352,latte,B-COFFEE-TYPE
353,Can,O
353,I,O
353,get,O
353,a,B-QUANTITY
353,regular,B-SIZE
353,strawberry,B-FLAVOR
353,latte,B-COFFEE-TYPE
354,?,O
355,I'll,O
355,take,O
355,a,B-QUANTITY
355,peach,B-FLAVOR
355,iced,B-TEMP
355,tea,B-BEVERAGE
356,A,B-QUANTITY
356,small,B-SIZE
356,matcha,B-FLAVOR
356,latte,B-COFFEE-TYPE
357,Can,O
357,I,O
357,have,O
357,a,B-QUANTITY
357,regular,B-SIZE
357,blueberry,B-FLAVOR
357,tea,B-BEVERAGE
358,I'll,O
358,have,O
358,a,B-QUANTITY
358,pineapple,B-FLAVOR
358,coconut,B-FLAVOR
358,frappe,B-COFFEE-TYPE
359,A,B-QUANTITY
359,small,B-SIZE
359,lavender,B-FLAVOR
359,vanilla,B-FLAVOR
359,latte,B-COFFEE-TYPE
360,Can,O
360,I,O
360,get,O
360,a,B-QUANTITY
360,regular,B-SIZE
360,raspberry,B-FLAVOR
360,white,I-FLAVOR
360,mocha,B-COFFEE-TYPE
361,I'll,O
361,take,O
361,a,B-QUANTITY
361,chai,B-FLAVOR
361,latte,B-COFFEE-TYPE
362,A,B-QUANTITY
362,small,B-SIZE
362,hazelnut,B-FLAVOR
362,hot,B-BEVERAGE
362,chocolate,I-BEVERAGE
363,Can,O
363,I,O
363,have,O
363,a,B-QUANTITY
363,regular,B-SIZE
363,caramel,B-FLAVOR
363,latte,B-COFFEE-TYPE
363,macchiato,B-COFFEE-TYPE
364,I'll,O
364,take,O
364,a,B-QUANTITY
364,chocolate,B-FLAVOR
364,almond,B-FLAVOR
364,latte,B-COFFEE-TYPE
365,A,B-QUANTITY
365,small,B-SIZE
365,caramel,B-FLAVOR
365,coconut,B-FLAVOR
365,latte,B-COFFEE-TYPE
366,Can,O
366,I,O
366,get,O
366,a,B-QUANTITY
366,regular,B-SIZE
366,vanilla,B-FLAVOR
366,bean,B-FLAVOR
366,latte,B-COFFEE-TYPE
367,I'll,O
367,take,O
367,a,B-QUANTITY
367,raspberry,B-FLAVOR
367,mocha,B-COFFEE-TYPE
368,A,B-QUANTITY
368,small,B-SIZE
368,caramel,B-FLAVOR
368,toffee,B-FLAVOR
368,latte,B-COFFEE-TYPE
369,Can,O
369,I,O
369,have,O
369,a,B-QUANTITY
369,regular,B-SIZE
369,honey,B-FLAVOR
369,lavender,B-FLAVOR
369,latte,B-COFFEE-TYPE
370,I'll,O
370,take,O
370,a,B-QUANTITY
370,spiced,B-FLAVOR
370,orange,I-FLAVOR
370,tea,B-BEVERAGE
371,A,B-QUANTITY
371,small,B-SIZE
371,black,B-FLAVOR
371,forest,B-FLAVOR
371,frappe,B-COFFEE-TYPE
372,Can,O
372,I,O
372,get,O
372,a,B-QUANTITY
372,regular,B-SIZE
372,macadamia,B-FLAVOR
372,nut,B-FLAVOR
372,latte,B-COFFEE-TYPE
373,I'll,O
373,take,O
373,a,B-QUANTITY
373,peppermint,B-FLAVOR
373,hot,B-BEVERAGE
373,chocolate,I-BEVERAGE
374,A,B-QUANTITY
374,small,B-SIZE
374,gingerbread,B-FLAVOR
374,latte,B-COFFEE-TYPE
375,Can,O
375,I,O
375,have,O
375,a,B-QUANTITY
375,regular,B-SIZE
375,cherry,B-FLAVOR
375,chocolate,B-FLAVOR
375,latte,B-COFFEE-TYPE
376,I'll,O
376,take,O
376,a,B-QUANTITY
376,coconut,B-FLAVOR
376,almond,B-FLAVOR
376,latte,B-COFFEE-TYPE
377,A,B-QUANTITY
377,small,B-SIZE
377,caramelized,B-FLAVOR
377,pecan,B-FLAVOR
377,latte,B-COFFEE-TYPE
378,Can,O
378,I,O
378,get,O
378,a,B-QUANTITY
378,regular,B-SIZE
378,cinnamon,B-FLAVOR
378,roll,B-FLAVOR
378,latte,B-COFFEE-TYPE
379,I'll,O
379,take,O
379,a,B-QUANTITY
379,mint,B-FLAVOR
379,chocolate,B-FLAVOR
379,chip,B-FLAVOR
379,frappe,B-COFFEE-TYPE
380,A,B-QUANTITY
380,small,B-SIZE
380,white,B-FLAVOR
380,chocolate,I-FLAVOR
380,raspberry,I-FLAVOR
380,latte,B-COFFEE-TYPE
381,Can,O
381,I,O
381,have,O
381,a,B-QUANTITY
381,regular,B-SIZE
381,ginger,B-FLAVOR
381,turmeric,I-FLAVOR
381,tea,B-BEVERAGE
382,I'll,O
382,take,O
382,a,B-QUANTITY
382,raspberry,B-FLAVOR
382,almond,B-FLAVOR
382,latte,B-COFFEE-TYPE
383,A,B-QUANTITY
383,small,B-SIZE
383,chestnut,B-FLAVOR
383,praline,B-FLAVOR
383,latte,B-COFFEE-TYPE
384,Can,O
384,I,O
384,get,O
384,a,B-QUANTITY
384,regular,B-SIZE
384,banana,B-FLAVOR
384,nut,B-FLAVOR
384,latte,B-COFFEE-TYPE
385,I'll,O
385,take,O
385,a,B-QUANTITY
385,lavender,B-FLAVOR
385,chamomile,I-FLAVOR
385,tea,B-BEVERAGE
386,A,B-QUANTITY
386,small,B-SIZE
386,coconut,B-FLAVOR
386,caramel,B-FLAVOR
386,macchiato,B-COFFEE-TYPE
387,Can,O
387,I,O
387,have,O
387,a,B-QUANTITY
387,regular,B-SIZE
387,pistachio,B-FLAVOR
387,latte,B-COFFEE-TYPE
388,?,O
389,A,B-QUANTITY
389,small,B-SIZE
389,vanilla,B-FLAVOR
389,bean,I-FLAVOR
389,latte,B-COFFEE-TYPE
390,I'll,O
390,have,O
390,a,B-QUANTITY
390,coconut,B-FLAVOR
390,caramel,I-FLAVOR
390,latte,B-COFFEE-TYPE
391,A,B-QUANTITY
391,small,B-SIZE
391,peppermint,B-FLAVOR
391,bark,I-FLAVOR
391,latte,B-COFFEE-TYPE
392,A,B-QUANTITY
392,small,B-SIZE
392,caramel,B-FLAVOR
392,macadamia,I-FLAVOR
392,latte,B-COFFEE-TYPE
393,A,B-QUANTITY
393,small,B-SIZE
393,ginger,B-FLAVOR
393,turmeric,B-FLAVOR
393,latte,B-COFFEE-TYPE
394,Can,O
394,I,O
394,get,O
